Table 27.	
NONIMMIGRANT ADMISSIONS (I-94 ONLY) BY REGION AND COUNTRY OF RESIDENCE: FISCAL YEARS 2008 TO 2017	

Burkina Faso	2151	2256	2328	2298	2829	3345	4826	5934	6802	4393	
Burma	1608	2089	2542	2631	2978	4274	6168	7058	8968	10520	
Burundi	788	676	852	995	1077	1604	1927	2015	1820	2479	
Cabo Verde	2365	2796	2782	2255	1796	3527	5076	4740	5831	5388	
Cambodia	4040	3708	3742	3470	3565	4808	4734	3819	5679	4731	
Cameroon	6459	5935	6645	6249	6278	6799	9006	10678	12563	12301	
Canada4	684480	689600	1666498	2121739	1837473	4697606	9305182	8828585	9199995	11650520	
Cayman Islands	70826	69384	66974	60245	57741	56007	53498	46068	42228	32475	
Central African Republic	335	245	377	418	334	340	573	767	653	526	
Chad	466	561	468	404	351	514	1112	1139	1105	1039	
Chile	173832	157291	182609	208855	214913	256171	289163	358800	396844	402820	
China, People's Republic	540617	568703	838165	1136479	1495782	1858989	2311007	2688752	3003717	2797474	
Christmas Island	D	8	4	10	7	17	42	41	52	25	
Cocos (Keeling) Islands	24	10	6	10	9	19	56	35	43	32	
Colombia	484296	473213	557943	574544	624480	794972	960672	972478	932973	896087	
Comoros	82	77	48	76	75	125	237	204	197	209	
Congo, Democratic Republic	1142	1283	1591	1261	1513	3709	6440	6668	7734	6712	
Congo, Republic	2248	2284	2583	3063	3404	2428	2181	1992	1735	1524	
Cook Islands	523	418	221	78	70	76	114	77	65	78	
Costa Rica	207211	187689	203062	202164	204976	215633	237759	248299	315420	306038	
Cote d'Ivoire	2886	3193	3065	1783	2355	4780	6928	7878	8935	7346	
Croatia	23035	22220	21739	22177	21392	22225	25523	27792	29783	26403	
Cuba	15200	17113	26773	21163	24957	41406	54286	60117	63908	89794	
Curacao	X	X	X	NA	NA	NA	6784	6367	6210	6726	
Cyprus	12725	11379	11506	10821	10197	8672	9945	9748	11322	9602	
Czechia	56679	73490	72028	86714	91273	95636	107278	99602	112042	127704	
Denmark	284832	275140	290173	307458	310295	308960	332376	322711	333868	356969	
Djibouti	282	420	463	497	447	339	567	536	819	1355	
Dominica	7797	8101	9425	7730	7476	8241	7631	7599	7948	7127	
Dominican Republic	276677	252070	281719	269641	274396	276142	298698	332404	388119	368561	
Ecuador	175195	180542	211325	230599	230402	270299	339959	387146	437997	448642	
Egypt	41169	43065	48687	51149	69834	75169	86758	89137	95669	66525	
El Salvador	163772	140383	132873	119300	111019	117335	136963	170913	212016	189626	
Equatorial Guinea	384	579	502	549	570	1056	1840	1521	1560	1461	
Eritrea	318	312	322	309	290	873	1868	2391	3032	2898	
Estonia	12444	19372	12978	14714	17587	19350	23065	21151	24294	25976	
Ethiopia	10450	10080	10349	11175	12983	14724	16304	16745	21318	18366	
Falkland Islands	143	156	70	67	101	111	92	76	92	58	
Faroe Islands	NA	NA	NA	NA	NA	NA	283	327	421	306	
Fiji	8342	7038	8914	10747	10799	11848	12963	11605	11563	9319	
Finland	124750	129870	125796	137856	145272	152127	162433	149605	157761	162544	
France	1463998	1443230	1507886	1724854	1787211	1832703	1961928	1755139	1744716	1935156	
French Guiana	371	537	641	731	1270	1132	1512	1483	1058	943	
French Polynesia	17169	18848	13469	7024	6470	7005	6275	5743	4084	2107	
Gabon	2118	2098	2168	2554	2520	2697	3122	3241	3216	2508	
Gambia	1594	2042	2620	2760	2133	2261	2412	2036	2037	1667	
Georgia	4736	4660	5408	5617	5838	6475	9181	11020	9359	5449	
Germany	1950233	1866557	1940164	2078934	2203996	2256662	2273054	2010524	2116152	2255447	
Ghana	22180	19546	20996	21907	23584	24442	26657	25408	26467	21148	
Gibraltar	2033	1979	1683	1099	1236	1429	1472	1454	1450	975	
Greece	74199	67984	70885	74418	68362	70176	77719	72911	82617	89572	
Greenland	585	553	393	159	187	207	201	174	196	151	
Grenada	10166	9660	10208	9446	9176	9623	10290	11824	12074	10655	
Guadeloupe	10596	10677	11210	8968	7564	7461	3897	5954	6282	4127	
Guam	4991	5654	5736	5147	4664	3972	2923	2634	2793	3212	
Guatemala	230837	212475	223093	216637	219795	226114	253527	256829	290151	279114	
Guernsey	NA	NA	NA	NA	NA	NA	7	56	58	58	
Guinea	3056	2400	1913	2015	2057	2092	2671	2612	3304	2844	
Guinea-Bissau	35	53	51	75	38	130	270	306	254	303	
Guyana	16466	17873	19958	20759	26568	33407	40085	53012	65697	42079	
Haiti	103784	92335	96071	90611	90807	99385	117387	130071	153411	126002	
Holy See	62	70	71	105	122	163	252	264	245	223	
Honduras	140122	139364	134485	141548	149665	155310	173601	181185	216870	210580	
Hong Kong	156364	123392	146652	142487	142934	139517	134863	137834	144509	118821	
Hungary	49874	55392	60474	67628	69214	73351	80696	77184	85744	97709	
Iceland	53319	32207	38883	55687	53819	53174	54708	50441	56061	66917	
India	863222	742180	886979	958271	1013899	1248218	1551246	1721136	1804541	1707616	
Indonesia	76828	70841	79174	90499	99311	113197	125291	131267	127358	118813	
Iran	7423	10394	12862	15198	16658	19391	27121	28750	26665	16842	
Iraq	2181	2639	4158	5430	9232	14256	20207	17649	17603	15792	
Ireland	600872	499026	431345	419817	396596	434252	456504	435243	457146	525432	
Isle of Man	NA	NA	NA	NA	NA	NA	64	113	106	109	
Israel	373942	353145	352363	340733	351586	371861	398749	456280	459894	370568	
Italy	884439	839317	944224	1060659	1031326	1022589	1141375	1004639	1078607	1205769	
Jamaica	265136	239096	230147	206825	209930	221675	254424	292531	336565	257643	
Japan	3760606	3231509	3676433	3645898	4011372	4195305	4079845	3745480	3796038	3795307	
Jersey	NA	NA	NA	NA	NA	NA	9	75	59	77	
Jordan	21707	21893	22958	23432	25615	30099	37518	45298	46135	40210	
Kazakhstan	15660	13020	15952	19064	20136	21241	24658	27806	25399	23489	
Kenya	20444	18848	18749	17340	17938	20159	25879	27541	29807	27724	
Kiribati	1025	1372	1243	1311	1038	876	790	963	936	954	
Korea, North	20	28	94	190	177	331	396	457	720	266	
Korea, South	877374	778910	1196416	1335464	1397408	1560177	1705540	1831790	2092969	2428027	
Kosovo	NA	NA	NA	NA	NA	NA	4393	4707	5171	5031	
Kuwait	28918	31418	35230	40701	46848	52637	66622	76456	79500	57346	
Kyrgyzstan	2574	2443	2884	3576	3347	4219	3808	3292	3164	1819	
Laos	2418	1773	1498	1152	1367	2619	2594	2355	2233	2398	
Latvia	13456	14308	14443	16258	18358	20032	21211	20950	21836	24648	
Lebanon	20879	19822	22411	23524	26223	33558	41600	43531	44590	38523	
Lesotho	401	390	473	508	524	498	565	560	685	562	
Liberia	1840	1533	2024	2577	3278	3868	4962	5245	4296	3645	
Libya	4152	3643	4853	2247	2459	3653	3733	2499	1783	1242	
Liechtenstein	1920	2024	2152	2547	2469	2483	2606	2268	2260	2209	
Lithuania	13650	16750	13369	6955	6260	23297	25897	25725	26694	20173	
Luxembourg	20357	19993	20734	19389	20193	20810	21293	20080	20670	18447	
Macau	3974	3380	3877	3870	3899	3524	3446	4102	4727	4485	
Macedonia	6800	6603	7393	8331	8422	8285	8622	9078	9479	9560	
Madagascar	1276	1110	1019	914	972	1096	1604	1642	1870	1523	
Malawi	1846	1688	1894	1826	2021	1974	2093	2682	2698	2539	
Malaysia	64938	50510	61463	69651	74413	84886	96827	94222	90784	81337	
Maldives	398	326	329	370	356	383	529	575	459	559	
Mali	3643	3634	3649	3449	2624	3173	3760	3762	4171	3510	
Malta	5585	5434	5948	5880	6072	6228	6494	5934	6605	7042	
Marshall Islands	930	944	777	694	654	476	420	345	268	265	
Martinique	9284	8497	9695	9624	8137	5930	6207	7277	7173	3920	
Mauritania	792	754	956	772	841	1126	1801	1800	1619	1116	
Mauritius	2532	2580	3433	3846	4752	5016	6103	5924	6217	5643	
Mayotte	NA	NA	NA	NA	NA	NA	95	55	83	40	
Mexico	7215118	6585742	12605032	16716265	16395988	17882766	19860016	20165672	19547504	19140031	
Micronesia, Federated States	1532	1481	1724	1722	1781	1800	1732	1377	1535	830	
Moldova	10510	7520	9628	9567	10130	11261	11655	11538	11986	10777	
Monaco	7185	7057	6301	4441	4701	4483	4230	3697	4165	2974	
Mongolia	5776	6843	8734	9629	9241	10962	13359	14135	14731	13578	
Montserrat	978	724	560	255	228	292	343	301	323	210	
Morocco	18427	19288	21498	22318	23815	25940	29986	32602	33764	27740	
Mozambique	1452	1505	1567	1682	2021	2824	3488	2996	2874	2157	
Namibia	1766	1719	1899	2354	2589	2448	2705	2752	2728	2271	
Nauru	81	60	100	192	158	174	209	199	254	168	
Nepal	18082	15112	15335	15500	14863	15563	20392	26484	32669	30462	
Netherlands	694062	629394	646501	710691	707525	709959	725031	649631	694214	782564	
Netherlands Antilles (former)	51964	47342	42717	15690	11068	6995	3928	3968	2498	1609	
New Caledonia	2031	2067	1254	541	577	797	989	784	718	596	
New Zealand	207537	185885	208729	227965	247739	280309	303021	297495	319768	344022	
Nicaragua	59044	54968	54570	52655	55135	58197	65022	68506	78486	70525	
Niger	1130	1365	1218	1227	1345	1508	1524	1807	1917	1674	
Nigeria	73197	73609	83695	89778	105488	141857	181833	200918	197749	148116	
Niue	14	11	12	20	12	14	22	17	16	25	
Norfolk Island	NA	NA	NA	NA	NA	NA	53	50	74	37	
Northern Mariana Islands	166	332	104	56	36	76	164	182	286	601	
Norway	234819	219670	244707	278019	296102	319158	340341	313012	289543	309685	
Oman	5599	5786	5933	6342	8900	10057	12010	12748	12573	10458	
Pakistan	43538	42488	47749	46694	52528	60805	84207	98152	116952	95740	
Palau	2938	2683	5063	3118	3703	3447	2400	583	388	312	
Panama	130199	133978	152097	150959	159249	170543	178153	184440	197607	165034	
Papua New Guinea	974	985	1105	1071	1015	1317	1461	1938	1513	962	
Paraguay	16855	16492	19542	20819	22046	29326	33760	34712	35720	29826	
Peru	206606	206431	211619	208949	216406	254183	289935	318285	343668	299504	
Philippines	292964	270467	292817	281097	277183	312706	363269	379364	408344	392876	
Pitcairn Islands	D	D	D	9	14	62	96	46	50	25	
Poland	170534	142831	138410	137774	132328	151148	187679	199311	210431	182497	
Portugal	100269	85138	105319	117841	113823	117951	132266	127530	135000	163851	
Puerto Rico	4131	3646	4219	3677	3588	2306	777	1001	1058	1098	
Qatar	11794	13455	17259	21025	25536	29609	32233	35799	38650	29072	
Reunion	562	636	518	580	747	707	918	1289	3015	1201	
Romania	67100	55135	59413	63760	65211	71721	83824	86196	93415	84721	
Russia	193745	185386	208627	249412	276956	346800	389481	302714	289947	222767	
Rwanda	2286	2309	2551	2806	3430	3488	4568	4584	5627	4871	
Saint Barthelemy	NA	NA	NA	NA	NA	NA	69	71	46	80	
Saint Helena	34	17	25	34	23	43	48	47	54	38	
Saint Kitts and Nevis	14041	11994	12456	11417	10706	11045	12384	12528	12672	10959	
Saint Lucia	18011	15932	18741	16399	14880	14662	16131	16955	18513	14897	
Saint Pierre and Miquelon	43	84	122	75	88	122	107	141	127	103	
Saint Vincent and the Grenadines	9560	9280	9706	9078	8594	9322	11154	11404	11425	9630	
Samoa	1937	1686	1730	1376	1258	1610	1953	2125	2335	1862	
San Marino	796	783	777	859	730	737	734	830	708	724	
Sao Tome and Principe	68	70	129	269	215	79	139	131	132	114	
Saudi Arabia	52305	65967	94186	135746	187900	233013	294760	312728	271553	177409	
Senegal	7870	7975	8424	8535	8139	9099	10290	9834	10412	8208	
Serbia and Montenegro (former)	1972	965	869	579	177	4157	7523	36995	39174	25729	
Seychelles	294	272	327	299	298	363	455	500	521	322	
Sierra Leone	1858	1818	2085	2378	2339	2654	2933	2821	2800	2916	
Singapore	160356	123309	152902	175908	187781	182455	175836	166585	167602	167012	
Sint Maarten	X	X	X	NA	NA	NA	2059	1931	2067	2082	
Slovakia	24780	31502	34847	41314	41835	44361	48581	46302	50943	55499	
Slovenia	22782	22213	21515	22400	22783	21112	23578	23393	24566	26365	
Solomon Islands	349	280	357	353	310	478	473	419	528	284	
Somalia	84	90	87	70	58	143	301	301	398	281	
South Africa	115270	99093	98766	103268	110954	123999	141644	148557	146553	116332	
South Sudan	X	X	X	NA	NA	NA	392	461	406	397	
Spain	742056	675521	741839	818717	783553	810218	899989	880438	938339	1011449	
Sri Lanka	14440	12298	13428	15430	15918	18211	22188	23404	25221	23556	
Sudan	1848	2125	2421	3127	2833	2449	3587	3531	4997	3206	
Suriname	8029	9465	9948	9846	11626	13582	14246	15352	13255	10580	
Swaziland	736	672	928	1330	1560	1936	2265	2164	1932	758	
Sweden	437561	385321	401159	490769	502561	535982	592145	571045	576269	573366	
Switzerland	386291	392854	436788	523083	559952	552344	564751	495718	494424	478490	
Syria	5441	5652	6440	6469	6218	8998	10828	9049	7921	6199	
Taiwan	336190	273211	335734	345767	325883	430906	469634	464567	490629	501448	
Tajikistan	2167	1808	1930	2018	1837	1590	1710	1900	2164	1901	
Tanzania	6490	6585	6900	6814	7613	7375	8142	9147	8289	6196	
Thailand	101031	86764	94538	94591	95794	106637	117397	114046	119812	100680	
Timor-Leste	D	-	D	6	8	14	274	270	266	252	
Togo	1428	1327	1387	1575	1610	1769	2092	2396	2699	2537	
Tokelau	NA	NA	NA	NA	NA	NA	221	104	96	50	
Tonga	2153	1752	1678	1658	1430	1661	2048	2867	4006	3146	
Trinidad and Tobago	175352	170702	164803	156232	164773	161669	171697	187222	194915	154947	
Tunisia	5196	5412	6426	6733	8053	9724	11708	11718	13196	11367	
Turkey	128982	116898	128746	146738	154516	176349	205105	215974	231463	178174	
Turkmenistan	626	804	997	916	991	1231	1677	1605	1472	1401	
Turks and Caicos Islands	26314	19942	16367	13750	13680	11851	11073	11246	12144	10059	
Tuvalu	202	163	164	264	179	136	191	163	202	169	
Uganda	7248	6700	6578	6795	7879	8586	9643	10647	10807	10030	
Ukraine	69768	60875	65855	70932	75982	80485	93338	110255	118569	98838	
United Arab Emirates	51838	55921	62185	68711	78464	89751	110863	121685	125141	90245	
United Kingdom	5165386	4430949	4339294	4412117	4322049	4382392	4456512	4228183	4678571	4731766	
United States5	1011283	956051	1137530	1126684	1083403	954222	825906	807701	949336	3471882	
Uruguay	43740	44590	51030	55452	61745	77369	91197	89973	94648	76009	
Uzbekistan	4547	5028	6293	5968	6757	9094	9320	11386	11316	8450	
Vanuatu	408	311	270	248	337	317	350	360	452	275	
Venezuela	556354	552659	549575	597429	692629	825034	790900	641333	635836	522269	
Vietnam	51860	44561	52786	54958	58877	69129	87929	107976	114560	112524	
Virgin Islands, British	45031	41359	39241	30407	27632	27244	33045	33930	31861	28775	
Virgin Islands, U.S.	713	675	611	447	410	304	355	482	437	317	
Wallis and Futuna	180	81	67	21	46	125	60	53	48	35	
Western Sahara	4	D	8	82	114	98	137	131	144	178	
Yemen	1338	1393	1577	1490	1736	2316	3834	3559	3556	2392	
Zambia	3299	2756	3728	3620	4359	4558	5039	5180	5045	4619	
Zimbabwe	5327	4733	5128	5613	6045	6582	8596	9311	9397	7961	
Unknown	745374	694474	993187	825877	503934	457818	4947803	7250829	6015698	2581493	
NA Not available.	
X Not applicable.	
D Data withheld to limit disclosure.	
- Represents zero.	
1 Beginning in 2010 the number of I-94 nonimmigrant admissions greatly exceeds totals reported in previous years due to a more complete count of land admissions.	
2 Beginning in 2017, the preceding year’s figures (i.e. 2016) will be updated to correct any undercounting due to lag in reporting within the data system between the publication of last year’s data and the current year.	
3 Includes countries and territories/dependencies.	
4 The number of I-94 nonimmigrant admissions beginning in 2013 greatly exceeds totals reported in previous years due to a more complete count of Canadian air and sea admissions.	
5 United States includes nonimmigrants who self-report that they reside in the United States.	
Notes: Admissions represent counts of events (i.e., arrivals) not unique individuals. Multiple entries of an individual on the same day are counted as one admission.	
The majority of short-term admissions from Canada and Mexico are excluded.	
Source: U.S. Department of Homeland Security.	
