Fiscal Year 2017	A-1	A-2	A-3	B-1	B-1,2	B-2	B-1,2/BCC	B-1,2/BCV	C-1	C-1/D	C-2	C-3	CW-1	CW-2	D	E-1	E-2	E-2C	E-3	E-3D	E-3R	F-1	F-2	F-3	G-1	G-2	G-3	G-4	G-5	H-1B	H-1B1	H-1C	H-2A	H-2B	H-3	H-4	I	J-1	J-2	K-1	K-2	K-3	K-4	L-1	L-2	M-1	M-2	M-3	NATO-1	NATO-2	NATO-3	NATO-4	NATO-5	NATO-6	NATO-7	N-8	N-9	O-1	O-2	O-3	P-1	P-2	P-3	P-4	Q-1	R-1	R-2	S-5	S-6	S-7	TN	TD	T-1	T-2	T-3	T-4	T-5	T-6	U-1	U-2	U-3	U-4	U-5	Total Visas	BCC	Grand Total	
Malaysia	115	704	7	428	36,555	33	0	0	26	2,080	0	18	160	2	1	1	4	1	0	9	0	1,929	45	0	31	58	0	84	0	276	0	0	0	0	37	63	77	1,358	75	70	7	0	0	572	347	36	3	0	0	0	0	0	0	0	0	0	0	37	22	13	7	0	2	2	0	15	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	45,321	0	45,321	
Maldives	4	81	0	0	112	0	0	0	3	21	0	2	0	0	0	0	0	0	0	0	0	8	1	0	14	29	0	2	0	2	0	0	0	0	0	1	0	11	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	296	
Mongolia	36	261	6	6	6,916	6	0	0	60	1	0	7	1	0	8	0	29	0	0	0	0	851	267	0	6	65	0	63	1	24	0	0	0	0	0	10	22	866	46	8	0	0	0	8	13	3	2	0	0	0	0	0	0	0	0	0	0	2	0	6	31	0	3	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	9,645	0	9,645	
Nepal	11	266	7	56	18,411	40	0	0	48	247	0	21	25	6	0	0	0	0	0	1	0	3,579	494	0	26	81	0	334	3	404	0	0	2	0	0	191	13	291	84	133	5	1	0	38	24	7	2	0	0	12	0	0	0	0	0	0	0	2	0	1	12	0	30	0	0	9	0	0	0	0	0	0	0	1	3	0	0	0	0	1	2	0	0	24,924	0	24,924	
Oman	53	488	6	12	2,107	1,401	0	0	1	129	0	0	0	0	0	0	6	0	0	0	0	847	58	0	18	11	0	1	0	5	0	0	0	0	0	1	0	35	24	0	0	0	0	8	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,230	0	5,230	
Pakistan	121	1,921	35	90	48,537	772	0	0	15	459	0	14	0	0	2	3	111	0	0	4	0	1,974	188	0	103	82	0	520	8	491	0	0	0	0	3	534	76	2,231	504	326	11	0	0	184	273	20	2	0	0	0	0	0	0	0	0	0	0	26	0	23	10	0	102	1	0	7	18	0	0	0	0	43	0	1	2	0	0	0	1	0	5	0	0	59,853	0	59,853	
Palestinian Authority Travel Document	0	0	2	173	6,532	44	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	242	47	0	0	0	0	19	0	15	0	0	0	0	0	12	8	212	33	38	3	0	0	6	12	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7,420	0	7,420	
Philippines	67	1,931	289	6,302	115,712	359	0	0	1,472	79,384	0	108	2,772	386	23	4	139	0	0	3	0	948	67	0	59	153	3	441	119	1,328	0	0	64	767	52	955	84	9,915	374	6,913	1,519	0	0	708	613	55	0	0	0	0	0	0	0	0	0	1	0	66	133	8	106	0	5	0	0	226	124	0	0	0	0	15	0	35	147	1	0	8	2	2	5	0	0	234,972	0	234,972	
Qatar	104	757	4	1	5,217	10	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	469	40	0	22	66	0	5	0	1	0	0	0	0	0	0	2	20	5	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,764	0	6,764	
Saudi Arabia	612	5,216	53	50	52,476	47	0	0	1	0	0	0	0	0	640	0	0	0	0	0	0	11,414	4,412	0	66	158	0	47	0	72	0	0	0	0	17	45	6	957	751	8	0	0	0	113	274	427	27	0	0	0	0	0	0	0	0	0	0	5	2	6	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77,910	0	77,910	
Singapore	34	2,568	0	44	775	2	0	0	1	2,284	0	10	5	0	0	3	48	0	0	10	0	1,887	118	0	16	75	0	31	0	369	759	0	0	0	42	303	20	1,040	84	37	8	0	0	339	303	46	0	0	0	0	0	0	0	0	0	0	0	28	5	13	3	0	23	1	1	9	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11,349	0	11,349	
Sri Lanka	7	261	14	105	12,506	81	0	0	157	1,747	0	5	16	2	5	0	42	0	0	0	0	848	116	0	17	145	0	82	6	137	0	0	0	0	6	60	15	160	51	23	0	0	0	112	126	38	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	27	0	0	30	4	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	16,961	0	16,961	
Syria	0	6	8	43	4,575	39	0	0	1	17	0	0	0	0	1	0	0	0	0	0	0	178	31	0	61	4	0	70	0	9	0	0	0	0	0	14	6	54	15	159	8	0	0	38	37	3	3	0	0	0	0	0	0	0	0	0	0	2	2	0	7	0	12	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5,411	0	5,411	
Thailand	59	1,174	14	769	43,182	463	0	0	99	1,990	0	63	22	0	1	10	511	2	0	9	0	3,367	40	0	22	176	1	49	1	201	0	0	29	0	5	48	107	9,118	69	629	72	0	0	140	95	80	2	0	0	0	0	0	0	0	0	0	0	29	7	5	37	0	19	0	3	91	1	0	0	0	0	6	0	5	11	0	0	0	0	0	1	0	0	62,834	0	62,834	
Timor-Leste	3	37	0	0	53	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	6	46	0	6	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	190	
United Arab Emirates	85	1,079	1	1	11,992	1,222	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	848	94	0	4	61	0	5	0	2	0	0	0	0	2	0	2	59	7	0	0	0	0	9	1	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,629	0	15,629	
Vietnam	240	697	0	76	100,423	1,406	0	0	197	1,673	1	34	59	0	2	2	8	0	0	4	0	17,032	243	0	74	165	0	357	4	493	0	0	0	0	11	161	60	1,264	193	2,003	330	0	0	203	241	123	0	0	0	0	0	0	0	0	0	0	0	38	24	18	1	0	74	4	0	293	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	128,233	0	128,233	
Yemen	23	14	19	65	2,019	20	0	0	5	17	0	0	0	0	0	0	0	0	0	0	0	352	73	0	41	42	0	101	0	4	0	0	0	0	0	1	1	21	13	41	4	4	4	4	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2,919	0	2,919	
																																																																																							
Totals for Asia	3,672	44,774	623	13,256	2,936,138	18,151	0	0	6,141	167,907	7	2,231	6,156	646	5,813	2,680	18,267	101	0	357	0	268,552	17,807	0	1,658	4,154	43	6,638	196	161,491	759	0	95	992	650	127,155	3,947	106,023	26,491	15,403	2,323	7	4	38,678	47,301	5,223	157	0	0	14	0	0	0	1	0	1	0	3,161	1,695	1,052	3,316	2	4,584	109	460	2,303	901	0	0	0	0	400	0	51	183	3	1	8	14	35	66	3	0	4,081,030	0	4,081,030	
Europe																																																																																							
Albania	8	116	1	9	10,077	3	0	0	7	48	0	2	0	0	0	0	12	0	0	0	0	382	21	0	6	40	0	45	1	26	0	0	0	0	1	5	5	416	9	169	4	0	0	10	9	3	0	0	0	8	0	0	0	1	0	0	0	4	1	2	3	0	69	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,528	0	11,528	
Andorra	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	29	
Armenia	15	165	0	165	7,906	24	0	0	5	1	0	1	0	0	3	0	35	0	0	1	0	117	14	0	10	37	0	45	1	26	0	0	0	0	8	29	12	235	20	197	9	0	0	14	22	0	0	0	0	0	0	0	0	0	0	0	0	33	40	12	27	0	70	1	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,321	0	9,321	
Austria	32	305	0	330	2,942	3	0	0	1	893	0	3	4	0	2	33	199	0	0	3	0	668	10	0	12	25	5	102	1	96	0	0	2	12	2	23	153	2,021	99	27	3	0	0	372	163	58	0	0	0	1	0	0	0	0	0	0	0	125	20	20	340	0	20	2	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9,144	0	9,144	
Azerbaijan	63	290	1	18	6,498	8	0	0	1	330	0	3	0	0	0	0	26	0	0	0	0	440	64	0	26	89	0	92	2	22	0	0	0	0	0	10	16	383	26	16	1	0	0	19	38	5	1	0	0	0	0	0	0	0	0	0	0	6	1	8	5	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,515	0	8,515	
Belarus	12	43	0	38	14,930	13	0	0	4	748	0	0	0	0	1	0	2	0	0	1	0	263	12	0	36	56	0	88	0	65	0	0	0	0	0	64	14	717	34	79	17	0	0	218	244	3	0	0	0	0	0	0	0	0	0	0	0	47	2	12	86	0	3	10	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17,869	0	17,869	
Belgium	32	233	2	54	3,050	2	0	0	3	1,224	0	9	0	0	0	6	245	0	0	2	0	848	16	0	30	58	19	160	0	103	0	0	1	3	6	59	126	1,199	135	47	1	0	0	440	396	79	1	0	1	467	0	21	0	8	0	0	0	148	76	35	161	0	9	6	2	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	9,531	0	9,531	
Bosnia and Herzegovina	2	117	0	100	4,075	4	0	0	2	1,185	0	2	0	0	2	1	15	0	0	0	0	172	3	0	0	23	0	45	1	27	0	0	0	0	1	7	9	674	20	147	9	0	0	7	8	1	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	54	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,736	0	6,736	
Bulgaria	21	92	2	114	12,218	17	0	0	7	1,524	0	1	0	0	0	2	83	0	0	1	0	273	4	0	22	44	1	64	1	115	0	0	6	134	0	33	34	4,923	15	71	15	0	0	85	65	6	0	0	0	158	0	1	0	1	0	0	0	43	18	5	40	0	62	2	1	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	20,330	0	20,330	
Croatia	9	92	0	234	10,850	7	0	0	25	3,454	0	0	0	0	0	0	14	0	0	0	0	274	2	0	5	38	2	56	0	42	0	0	0	11	2	13	35	983	21	35	2	0	0	71	41	3	0	0	0	8	0	0	0	0	0	0	0	37	3	6	27	0	32	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16,440	0	16,440	
Cyprus	20	29	0	17	4,887	6	0	0	0	91	0	1	0	0	0	0	0	0	0	0	0	183	1	0	8	21	2	11	0	34	0	0	0	1	0	13	2	111	14	5	1	0	0	18	3	2	0	0	0	0	0	0	0	0	0	0	0	17	1	0	4	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,512	0	5,512	
Czech Republic	40	422	0	366	1,557	63	0	0	0	328	0	2	1	2	0	0	106	0	0	0	0	574	11	0	10	72	6	32	1	60	0	0	1	66	4	38	48	3,235	84	41	4	0	0	254	191	16	4	0	0	47	0	2	0	1	0	0	0	61	2	17	161	1	8	11	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7,958	0	7,958	
Denmark	87	415	1	113	3,180	17	0	0	1	809	0	1	0	0	1	36	203	0	0	8	0	1,206	10	0	32	108	6	144	1	64	0	0	15	2	8	46	180	2,211	199	27	1	0	0	356	324	31	1	0	3	92	0	6	0	0	0	0	0	211	59	70	208	0	7	3	0	9	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10,520	0	10,520	
Estonia	14	86	0	28	207	0	0	0	1	110	0	2	0	0	0	0	6	0	0	0	0	60	2	0	10	24	5	18	1	13	0	0	0	5	0	9	17	510	28	16	0	0	0	25	32	1	0	0	0	126	0	1	0	1	1	0	0	25	3	8	40	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,449	0	1,449	
Finland	29	423	0	163	757	8	0	0	4	766	0	0	0	0	0	12	71	0	0	5	0	450	18	0	17	105	5	79	1	62	0	0	11	0	3	51	83	1,076	182	39	1	0	0	297	413	21	7	0	0	4	0	0	0	0	0	0	0	95	25	33	194	2	9	8	2	9	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5,554	0	5,554	
France	165	1,937	8	242	12,008	65	0	0	16	2,547	0	28	3	0	2	203	2,857	0	0	29	0	5,877	127	0	59	51	34	767	2	1,207	0	0	5	8	45	319	712	13,349	1,100	254	11	0	0	2,720	2,863	204	7	0	0	131	0	18	1	6	0	0	0	1,024	314	332	1,036	5	78	37	320	60	13	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	53,236	0	53,236	
Georgia	41	417	4	21	4,586	1	0	0	7	253	0	2	0	0	0	0	6	0	0	0	0	234	10	0	9	66	0	62	2	24	0	0	0	0	0	9	26	433	21	38	6	0	0	4	10	3	0	0	0	0	0	0	0	0	0	0	0	7	3	8	22	0	20	2	0	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6,376	0	6,376	
Germany	207	1,488	4	318	25,833	38	0	0	20	6,584	0	34	0	0	0	1,306	4,267	0	0	26	0	6,515	76	0	118	193	18	485	6	865	0	0	2	12	40	262	998	18,975	780	294	8	0	0	2,632	1,488	416	4	0	0	657	0	15	14	413	0	0	0	783	250	178	1,140	2	55	24	132	77	7	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	78,085	0	78,085	
Great Britain and Northern Ireland	144	3,505	8	1,777	31,011	240	0	0	11	9,377	0	58	4	0	2	186	2,862	1	0	85	0	4,470	90	0	36	141	8	791	0	1,477	0	0	69	678	47	618	2,056	20,152	437	1,214	65	0	0	5,854	4,152	509	28	0	0	901	0	17	1	25	1	0	0	2,854	2,254	624	2,189	70	220	46	115	134	126	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	101,765	0	101,765	
Greece	34	176	1	75	1,893	3	0	0	0	2,289	0	1	0	0	1	20	7	0	0	5	0	882	17	0	22	32	6	59	0	316	0	0	0	12	2	96	10	776	129	32	1	0	0	147	90	15	0	0	0	141	0	6	0	0	0	0	0	123	14	38	18	0	212	4	14	11	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7,739	0	7,739	
Hungary	50	220	0	7	1,344	2	0	0	1	524	0	15	0	0	0	1	7	0	0	0	0	371	17	0	12	95	13	44	0	68	0	0	8	60	7	45	26	2,296	99	40	2	0	0	254	230	6	0	0	0	69	0	0	0	4	0	0	0	68	4	12	283	0	26	6	0	30	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6,369	0	6,369	
Iceland	13	13	0	1	967	1	0	0	1	753	0	0	0	0	0	0	0	0	0	1	0	244	31	0	2	20	0	16	0	21	0	0	0	0	0	14	12	139	30	4	3	0	0	28	50	11	5	0	0	0	0	0	0	0	0	0	0	36	23	4	57	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,507	0	2,507	
Ireland	25	168	1	222	2,525	14	0	0	2	977	0	5	0	0	2	62	411	0	0	16	0	468	14	0	11	32	3	88	0	437	0	0	50	243	27	89	198	8,374	77	113	3	0	0	984	606	39	0	0	0	0	0	0	0	0	0	0	0	280	168	60	361	4	360	8	2	29	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17,564	0	17,564	
Italy	112	435	2	488	9,860	8	0	0	5	2,325	0	12	1	0	2	348	1,911	0	0	13	0	3,956	90	0	62	181	24	549	7	803	0	0	4	29	33	212	217	8,111	442	134	5	0	0	1,505	940	127	0	0	2	527	0	31	5	15	0	0	0	747	137	145	697	5	22	14	246	96	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	35,657	0	35,657	
Kazakhstan	49	289	0	49	13,663	98	0	0	92	0	0	1	0	0	129	0	46	0	0	0	0	1,164	264	0	50	92	0	55	2	52	0	0	0	0	17	53	37	2,714	68	40	11	0	0	51	61	26	1	0	0	0	0	0	0	0	0	0	0	15	0	3	21	0	1	5	0	12	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19,239	0	19,239	
Kosovo	17	164	0	0	4,139	0	0	0	2	2	0	5	0	0	0	0	5	0	0	0	0	98	2	0	0	20	0	34	0	11	0	0	0	0	0	2	18	705	10	128	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	41	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5,416	0	5,416	
Kyrgyzstan	14	128	0	6	2,156	7	0	0	54	2	0	0	0	0	89	0	16	0	0	2	0	147	11	0	23	59	0	105	0	7	0	0	0	0	0	2	10	420	16	38	8	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,348	0	3,348	
Latvia	14	241	0	5	362	72	0	0	0	913	0	1	0	0	0	2	24	0	0	0	0	111	4	0	6	18	0	16	0	20	0	0	0	2	0	9	14	314	18	14	1	0	0	36	27	3	0	0	0	3	0	0	0	0	0	0	0	42	4	2	42	0	28	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2,371	0	2,371	
Liechtenstein	0	2	0	0	11	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	48	
Lithuania	35	171	0	15	427	1	0	0	1	348	0	1	0	0	0	0	66	0	0	1	0	222	8	0	15	23	4	16	0	21	0	0	0	140	1	14	8	1,810	16	23	7	0	0	80	65	1	0	0	1	7	0	1	0	0	0	0	0	49	8	11	24	0	14	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3,663	0	3,663	
Luxembourg	3	36	0	0	115	1	0	0	0	31	0	1	0	0	0	0	9	0	0	2	0	58	0	0	13	10	1	14	0	4	0	0	0	0	0	1	28	55	1	1	0	0	0	13	12	4	0	0	0	5	0	10	0	0	0	0	0	6	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	439	
Macedonia	12	145	0	0	3,991	4	0	0	3	560	0	0	0	0	0	0	7	0	0	0	0	80	5	0	0	45	0	31	1	20	0	0	0	14	0	5	12	1,690	17	62	0	0	0	11	8	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	34	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,773	0	6,773	
Malta	9	60	0	1	178	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	14	1	0	2	38	0	3	0	2	0	0	0	0	0	0	10	24	1	1	0	0	0	22	10	3	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	429	
Moldova	6	143	1	26	4,266	0	0	0	3	114	0	2	0	0	0	0	5	0	0	0	0	75	2	0	5	13	0	46	0	26	0	0	40	1	1	19	5	1,279	6	59	0	0	0	11	27	1	0	0	0	0	0	0	0	0	0	0	0	8	2	2	25	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,223	0	6,223	
Monaco	3	5	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	36	
Montenegro	11	83	0	19	3,990	0	0	0	2	1,469	0	0	0	0	0	0	3	0	0	0	0	108	0	0	0	28	0	12	0	19	0	0	0	3	0	5	8	1,216	5	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,015	0	7,015	
Netherlands	54	493	5	436	7,503	19	0	0	2	4,126	0	5	1	0	1	6	444	0	0	11	0	1,733	20	0	45	145	13	193	2	222	0	0	6	8	2	86	215	3,654	187	148	9	0	0	1,083	935	129	3	0	0	214	0	7	0	8	0	0	0	374	210	98	319	3	18	4	2	21	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23,242	0	23,242	
Norway	48	189	0	80	2,591	1	0	0	0	664	0	3	0	0	1	7	162	0	0	3	0	1,520	14	0	16	32	0	60	0	61	0	0	0	2	0	12	124	1,504	215	43	3	0	0	179	150	64	8	0	0	214	0	7	0	1	0	0	0	105	33	19	199	0	2	9	177	13	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8,545	0	8,545	
Poland	59	419	0	828	95,272	56	0	0	25	2,206	0	8	0	0	0	9	189	0	0	3	0	756	27	0	32	77	10	95	2	196	0	0	2	41	13	79	156	5,350	227	120	17	1	0	689	472	27	0	0	0	601	0	16	0	37	0	0	0	134	22	23	258	2	173	1	0	71	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	108,805	0	108,805	
Portugal	11	120	2	67	1,941	9	0	0	3	1,656	0	8	5	0	1	1	36	0	0	0	0	483	32	0	31	63	7	95	2	114	0	0	0	39	3	34	58	695	74	33	0	0	0	305	234	31	0	0	0	23	0	4	0	1	0	0	0	97	57	22	61	2	25	8	2	8	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6,507	0	6,507	
Romania	57	288	3	791	35,134	20	0	0	74	4,357	0	19	0	0	0	2	95	0	0	3	0	376	19	0	24	167	2	101	2	147	0	0	216	311	4	63	66	7,272	54	156	10	0	0	277	159	24	5	0	0	281	0	9	0	2	0	0	0	63	5	24	37	0	83	7	6	9	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	50,836	0	50,836	
Russia	243	1,135	1	593	164,944	1,016	0	0	75	16,061	0	12	15	0	3	3	39	4	0	7	0	4,646	304	0	284	368	1	707	3	542	0	0	0	6	10	394	354	6,284	276	575	99	0	0	1,173	1,313	47	10	0	0	0	0	0	0	0	0	0	0	461	79	165	1,517	1	230	55	0	58	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	204,136	0	204,136	
San Marino	7	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	
Serbia  	19	129	0	135	12,759	31	0	0	15	2,235	0	0	0	0	1	5	17	0	0	0	0	777	17	0	8	30	0	52	1	136	0	0	0	238	3	46	40	4,159	39	75	3	0	0	105	80	4	0	0	0	0	0	0	0	0	0	0	0	83	13	22	56	3	63	12	1	6	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21,424	0	21,424	
Slovakia	22	174	0	53	919	3	0	0	1	400	0	0	0	0	0	1	33	0	0	1	0	283	3	0	25	49	2	25	0	52	0	0	0	55	1	12	11	3,282	28	17	0	0	0	169	117	3	2	0	0	5	0	0	0	1	0	0	0	40	3	3	40	0	2	5	0	9	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5,855	0	5,855	
Slovenia	9	39	0	21	395	0	0	0	0	145	0	0	0	0	0	0	28	0	0	0	0	137	3	0	6	39	7	9	0	27	0	0	2	4	0	3	7	316	28	7	1	0	0	37	15	4	0	0	0	47	0	7	0	0	0	0	0	27	4	4	11	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,398	0	1,398	
Spain	74	478	4	146	6,094	25	0	0	7	2,370	0	9	0	0	0	95	1,402	0	0	8	0	4,060	109	0	54	86	29	504	4	748	0	0	1	25	17	280	306	10,111	1,204	142	5	0	0	1,333	1,362	77	0	0	0	175	0	17	0	3	0	0	0	514	106	138	375	1	138	27	47	39	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	32,783	0	32,783	
Sweden	13	988	4	69	6,280	87	0	0	5	1,041	0	2	2	0	0	17	528	0	0	15	0	1,941	28	0	20	172	5	180	1	151	0	0	0	0	5	57	194	2,516	251	114	2	0	0	580	600	82	0	0	0	1	0	0	0	0	0	0	0	332	189	93	424	1	24	31	1	12	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17,065	0	17,065	
Switzerland	43	310	0	178	3,861	45	0	0	5	762	0	12	0	0	0	8	288	0	0	2	0	2,665	24	0	31	22	0	228	0	135	0	0	2	1	8	42	82	1,463	167	29	4	0	0	380	322	130	4	0	0	0	0	0	0	0	0	0	0	148	36	35	127	0	5	1	2	17	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	11,630	0	11,630	
Tajikistan	13	100	0	3	1,300	8	0	0	4	1	0	2	0	0	2	0	0	0	0	0	0	153	24	0	19	45	0	70	0	8	0	0	0	0	0	4	12	228	17	11	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,042	0	2,042	
Turkey	107	961	8	341	74,312	1,447	0	0	12	4,793	0	21	0	0	2	62	629	0	0	1	0	5,267	327	0	16	318	0	175	5	560	0	0	0	40	2	225	123	8,534	622	158	0	0	0	362	381	106	12	0	0	265	0	16	0	11	0	0	0	129	5	61	29	0	5	2	26	13	36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100,528	0	100,528	
Turkmenistan	6	33	0	17	1,084	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	209	37	0	14	22	0	19	0	7	0	0	0	0	0	8	0	170	12	3	2	0	0	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,670	0	1,670	
